Codigo_IBGE,Municipio,UF,Regiao,Populacao_2024,Faixa_populacao,Onibus_intramunicipal,Onibus_intermunicipal,Intermunicipal_circula_interno,Frota_adaptada_PCD,Tem_onibus_publico_local,Classificacao,Status_Verificacao_Web,Fonte_Verificacao,Data_Verificacao,Observacao_Verificacao
3164407,São Sebastião da Bela Vista,MG,3 - Sudeste,6694,2 - 5001 até 10000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
3164431,São Sebastião da Vargem Alegre,MG,3 - Sudeste,3219,1 - Até 5000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Pendente,,,
3164472,São Sebastião do Anta,MG,3 - Sudeste,6386,2 - 5001 até 10000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
3164506,São Sebastião do Maranhão,MG,3 - Sudeste,10244,3 - 10001 até 20000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
3164605,São Sebastião do Oeste,MG,3 - Sudeste,9355,2 - 5001 até 10000,Sim,Sim,Sim,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3164704,São Sebastião do Paraíso,MG,3 - Sudeste,74742,5 - 50001 até 100000,Sim,Sim,Sim,Totalmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3164803,São Sebastião do Rio Preto,MG,3 - Sudeste,1248,1 - Até 5000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
3164902,São Sebastião do Rio Verde,MG,3 - Sudeste,2373,1 - Até 5000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
3165008,São Tiago,MG,3 - Sudeste,11517,3 - 10001 até 20000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
3165107,São Tomás de Aquino,MG,3 - Sudeste,6853,2 - 5001 até 10000,Sim,Sim,Não,Totalmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3165206,São Tomé das Letras,MG,3 - Sudeste,7089,2 - 5001 até 10000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
3165305,São Vicente de Minas,MG,3 - Sudeste,6935,2 - 5001 até 10000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
3165404,Sapucaí-Mirim,MG,3 - Sudeste,6462,2 - 5001 até 10000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
3165503,Sardoá,MG,3 - Sudeste,5164,2 - 5001 até 10000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
3165537,Sarzedo,MG,3 - Sudeste,39327,4 - 20001 até 50000,Sim,Sim,Sim,Totalmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3165552,Setubinha,MG,3 - Sudeste,10032,3 - 10001 até 20000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
3165560,Sem-Peixe,MG,3 - Sudeste,2441,1 - Até 5000,Sim,Sim,Não,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3165578,Senador Amaral,MG,3 - Sudeste,6458,2 - 5001 até 10000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
3165602,Senador Cortes,MG,3 - Sudeste,2319,1 - Até 5000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
3165701,Senador Firmino,MG,3 - Sudeste,7945,2 - 5001 até 10000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
3165800,Senador José Bento,MG,3 - Sudeste,2137,1 - Até 5000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
3165909,Senador Modestino Gonçalves,MG,3 - Sudeste,4035,1 - Até 5000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
3166006,Senhora de Oliveira,MG,3 - Sudeste,5584,2 - 5001 até 10000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
3166105,Senhora do Porto,MG,3 - Sudeste,3088,1 - Até 5000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
3166204,Senhora dos Remédios,MG,3 - Sudeste,10640,3 - 10001 até 20000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
3166303,Sericita,MG,3 - Sudeste,7536,2 - 5001 até 10000,Sim,Sim,Sim,Sem adaptação,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3166402,Seritinga,MG,3 - Sudeste,1864,1 - Até 5000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
3166501,Serra Azul de Minas,MG,3 - Sudeste,3829,1 - Até 5000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
3166600,Serra da Saudade,MG,3 - Sudeste,854,1 - Até 5000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Pendente,,,
3166709,Serra dos Aimorés,MG,3 - Sudeste,6936,2 - 5001 até 10000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
3166808,Serra do Salitre,MG,3 - Sudeste,12210,3 - 10001 até 20000,Sim,Sim,Não,Sem adaptação,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3166907,Serrania,MG,3 - Sudeste,7802,2 - 5001 até 10000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
3166956,Serranópolis de Minas,MG,3 - Sudeste,4496,1 - Até 5000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
3167004,Serranos,MG,3 - Sudeste,2035,1 - Até 5000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Pendente,,,
3167103,Serro,MG,3 - Sudeste,22550,4 - 20001 até 50000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
3167202,Sete Lagoas,MG,3 - Sudeste,237931,6 - 100001 até 500000,Sim,Sim,Não,Totalmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3167301,Silveirânia,MG,3 - Sudeste,2391,1 - Até 5000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
3167400,Silvianópolis,MG,3 - Sudeste,6336,2 - 5001 até 10000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
3167509,Simão Pereira,MG,3 - Sudeste,3060,1 - Até 5000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
3167608,Simonésia,MG,3 - Sudeste,20339,4 - 20001 até 50000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
3167707,Sobrália,MG,3 - Sudeste,5175,2 - 5001 até 10000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
3167806,Soledade de Minas,MG,3 - Sudeste,5733,2 - 5001 até 10000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
3167905,Tabuleiro,MG,3 - Sudeste,4098,1 - Até 5000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
3168002,Taiobeiras,MG,3 - Sudeste,34392,4 - 20001 até 50000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
3168051,Taparuba,MG,3 - Sudeste,3492,1 - Até 5000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
3168101,Tapira,MG,3 - Sudeste,4212,1 - Até 5000,Sim,Sim,Sim,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3168200,Tapiraí,MG,3 - Sudeste,1707,1 - Até 5000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Pendente,,,
3168309,Taquaraçu de Minas,MG,3 - Sudeste,4368,1 - Até 5000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
3168408,Tarumirim,MG,3 - Sudeste,15072,3 - 10001 até 20000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
3168507,Teixeiras,MG,3 - Sudeste,12634,3 - 10001 até 20000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
3168606,Teófilo Otoni,MG,3 - Sudeste,142571,6 - 100001 até 500000,Sim,Sim,Não,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3168705,Timóteo,MG,3 - Sudeste,84087,5 - 50001 até 100000,Sim,Sim,Sim,Totalmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3168804,Tiradentes,MG,3 - Sudeste,8008,2 - 5001 até 10000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
3168903,Tiros,MG,3 - Sudeste,8172,2 - 5001 até 10000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
3169000,Tocantins,MG,3 - Sudeste,16574,3 - 10001 até 20000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
3169059,Tocos do Moji,MG,3 - Sudeste,3899,1 - Até 5000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
3169109,Toledo,MG,3 - Sudeste,7541,2 - 5001 até 10000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
3169208,Tombos,MG,3 - Sudeste,8699,2 - 5001 até 10000,Sim,Sim,Sim,Sem adaptação,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3169307,Três Corações,MG,3 - Sudeste,78079,5 - 50001 até 100000,Sim,Sim,Sim,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3169356,Três Marias,MG,3 - Sudeste,29927,4 - 20001 até 50000,Sim,Sim,Não,Sem adaptação,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3169406,Três Pontas,MG,3 - Sudeste,57086,5 - 50001 até 100000,Sim,Sim,Sim,Totalmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3169505,Tumiritinga,MG,3 - Sudeste,5973,2 - 5001 até 10000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
3169604,Tupaciguara,MG,3 - Sudeste,26482,4 - 20001 até 50000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
3169703,Turmalina,MG,3 - Sudeste,20650,4 - 20001 até 50000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
3169802,Turvolândia,MG,3 - Sudeste,5078,2 - 5001 até 10000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
3169901,Ubá,MG,3 - Sudeste,107222,6 - 100001 até 500000,Sim,Sim,Sim,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3170008,Ubaí,MG,3 - Sudeste,11977,3 - 10001 até 20000,Sim,Não,-,Sem adaptação,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3170057,Ubaporanga,MG,3 - Sudeste,13423,3 - 10001 até 20000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
3170107,Uberaba,MG,3 - Sudeste,354142,6 - 100001 até 500000,Sim,Sim,Não,Totalmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Confirmado,Cidade de grande porte com sistema de transporte público municipal/metropolitano amplamente documentado (prefeitura/consórcio de transporte),2026-08-07,Município de grande população (>280 mil hab.) com sistema de ônibus consolidado e publicamente conhecido; dado do MUNIC 2024 já indicava 'Sim' corretamente.
3170206,Uberlândia,MG,3 - Sudeste,754954,7 - Maior que 500000,Sim,Sim,Sim,Totalmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Confirmado,Cidade de grande porte com sistema de transporte público municipal/metropolitano amplamente documentado (prefeitura/consórcio de transporte),2026-08-07,Município de grande população (>280 mil hab.) com sistema de ônibus consolidado e publicamente conhecido; dado do MUNIC 2024 já indicava 'Sim' corretamente.
3170305,Umburatiba,MG,3 - Sudeste,2742,1 - Até 5000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
3170404,Unaí,MG,3 - Sudeste,90724,5 - 50001 até 100000,Sim,Sim,Não,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3170438,União de Minas,MG,3 - Sudeste,3848,1 - Até 5000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Pendente,,,
3170479,Uruana de Minas,MG,3 - Sudeste,3360,1 - Até 5000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
3170503,Urucânia,MG,3 - Sudeste,10875,3 - 10001 até 20000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
3170529,Urucuia,MG,3 - Sudeste,18291,3 - 10001 até 20000,Sim,Sim,Sim,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3170578,Vargem Alegre,MG,3 - Sudeste,5834,2 - 5001 até 10000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
3170602,Vargem Bonita,MG,3 - Sudeste,2206,1 - Até 5000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
3170651,Vargem Grande do Rio Pardo,MG,3 - Sudeste,4727,1 - Até 5000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,Buscas retornaram apenas rodoviária intermunicipal (Vargem Grande do Rio Pardo-MG),2026-08-13,Nenhuma evidência específica de ônibus urbano intramunicipal encontrada
3170701,Varginha,MG,3 - Sudeste,142802,6 - 100001 até 500000,Sim,Sim,Não,Totalmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3170750,Varjão de Minas,MG,3 - Sudeste,7243,2 - 5001 até 10000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
3170800,Várzea da Palma,MG,3 - Sudeste,34639,4 - 20001 até 50000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
3170909,Varzelândia,MG,3 - Sudeste,19214,3 - 10001 até 20000,Sim,Sim,Não,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3171006,Vazante,MG,3 - Sudeste,20433,4 - 20001 até 50000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
3171030,Verdelândia,MG,3 - Sudeste,7770,2 - 5001 até 10000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
3171071,Veredinha,MG,3 - Sudeste,5257,2 - 5001 até 10000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
3171105,Veríssimo,MG,3 - Sudeste,3480,1 - Até 5000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
3171154,Vermelho Novo,MG,3 - Sudeste,5034,2 - 5001 até 10000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
3171204,Vespasiano,MG,3 - Sudeste,136826,6 - 100001 até 500000,Sim,Sim,Sim,Totalmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3171303,Viçosa,MG,3 - Sudeste,79221,5 - 50001 até 100000,Sim,Sim,Sim,Totalmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3171402,Vieiras,MG,3 - Sudeste,3780,1 - Até 5000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
3171501,Mathias Lobato,MG,3 - Sudeste,3069,1 - Até 5000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
3171600,Virgem da Lapa,MG,3 - Sudeste,11867,3 - 10001 até 20000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
3171709,Virgínia,MG,3 - Sudeste,9142,2 - 5001 até 10000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
3171808,Virginópolis,MG,3 - Sudeste,10519,3 - 10001 até 20000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
3171907,Virgolândia,MG,3 - Sudeste,4530,1 - Até 5000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
3172004,Visconde do Rio Branco,MG,3 - Sudeste,40608,4 - 20001 até 50000,Sim,Sim,Não,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3172103,Volta Grande,MG,3 - Sudeste,4473,1 - Até 5000,Sim,Sim,Não,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3172202,Wenceslau Braz,MG,3 - Sudeste,2387,1 - Até 5000,Sim,Sim,Não,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3200102,Afonso Cláudio,ES,3 - Sudeste,32446,4 - 20001 até 50000,Sim,Sim,Sim,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3200136,Águia Branca,ES,3 - Sudeste,10124,3 - 10001 até 20000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
3200169,Água Doce do Norte,ES,3 - Sudeste,12559,3 - 10001 até 20000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
3200201,Alegre,ES,3 - Sudeste,30744,4 - 20001 até 50000,Sim,Sim,Sim,Sem adaptação,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3200300,Alfredo Chaves,ES,3 - Sudeste,14373,3 - 10001 até 20000,Sim,Sim,Sim,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3200359,Alto Rio Novo,ES,3 - Sudeste,7747,2 - 5001 até 10000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
3200409,Anchieta,ES,3 - Sudeste,32584,4 - 20001 até 50000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
3200508,Apiacá,ES,3 - Sudeste,7474,2 - 5001 até 10000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
3200607,Aracruz,ES,3 - Sudeste,102410,6 - 100001 até 500000,Sim,Sim,Sim,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3200706,Atílio Vivácqua,ES,3 - Sudeste,11013,3 - 10001 até 20000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
3200805,Baixo Guandu,ES,3 - Sudeste,32694,4 - 20001 até 50000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
3200904,Barra de São Francisco,ES,3 - Sudeste,45250,4 - 20001 até 50000,Sim,Sim,Não,Sem adaptação,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3201001,Boa Esperança,ES,3 - Sudeste,14079,3 - 10001 até 20000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
3201100,Bom Jesus do Norte,ES,3 - Sudeste,10764,3 - 10001 até 20000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
3201159,Brejetuba,ES,3 - Sudeste,13642,3 - 10001 até 20000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
3201209,Cachoeiro de Itapemirim,ES,3 - Sudeste,198323,6 - 100001 até 500000,Sim,Sim,Sim,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3201308,Cariacica,ES,3 - Sudeste,375485,6 - 100001 até 500000,Sim,Sim,Sim,Totalmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Confirmado,Cidade de grande porte com sistema de transporte público municipal/metropolitano amplamente documentado (prefeitura/consórcio de transporte),2026-08-07,Município de grande população (>280 mil hab.) com sistema de ônibus consolidado e publicamente conhecido; dado do MUNIC 2024 já indicava 'Sim' corretamente.
3201407,Castelo,ES,3 - Sudeste,39396,4 - 20001 até 50000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
3201506,Colatina,ES,3 - Sudeste,128622,6 - 100001 até 500000,Sim,Sim,Sim,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3201605,Conceição da Barra,ES,3 - Sudeste,28953,4 - 20001 até 50000,Sim,Sim,Sim,Totalmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3201704,Conceição do Castelo,ES,3 - Sudeste,12448,3 - 10001 até 20000,Sim,Não,-,Sem adaptação,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3201803,Divino de São Lourenço,ES,3 - Sudeste,5359,2 - 5001 até 10000,Não,Não,-,-,Não,Não possui transporte coletivo por ônibus,Sem fonte encontrada,Secretaria de Transportes existe mas sem evidência de linha urbana coletiva regular (Divino de São Lourenço-ES),2026-08-11,Evidência insuficiente para confirmar ônibus urbano coletivo
3201902,Domingos Martins,ES,3 - Sudeste,37972,4 - 20001 até 50000,Sim,Sim,Sim,Sem adaptação,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3202009,Dores do Rio Preto,ES,3 - Sudeste,6885,2 - 5001 até 10000,Sim,Não,-,-,Sim,Possui ônibus urbano (intramunicipal),Corrigido,"Site oficial da Prefeitura Municipal de Dores do Rio Preto-ES (pmdrp.es.gov.br), página dedicada 'Transporte coletivo Municipal de Dores do Rio Preto'",2026-08-10,"MUNIC indicava ausência de ônibus, mas página oficial da prefeitura confirma existência de sistema de transporte coletivo municipal"
3202108,Ecoporanga,ES,3 - Sudeste,22670,4 - 20001 até 50000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
3202207,Fundão,ES,3 - Sudeste,18824,3 - 10001 até 20000,Sim,Sim,Sim,Sem adaptação,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3202256,Governador Lindenberg,ES,3 - Sudeste,11467,3 - 10001 até 20000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
3202306,Guaçuí,ES,3 - Sudeste,31290,4 - 20001 até 50000,Sim,Sim,Não,Sem adaptação,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3202405,Guarapari,ES,3 - Sudeste,134944,6 - 100001 até 500000,Sim,Sim,Sim,Totalmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3202454,Ibatiba,ES,3 - Sudeste,27308,4 - 20001 até 50000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
3202504,Ibiraçu,ES,3 - Sudeste,12261,3 - 10001 até 20000,Sim,Sim,Não,Sem adaptação,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3202553,Ibitirama,ES,3 - Sudeste,9973,2 - 5001 até 10000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
3202603,Iconha,ES,3 - Sudeste,12793,3 - 10001 até 20000,Sim,Sim,Sim,Totalmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3202652,Irupi,ES,3 - Sudeste,14513,3 - 10001 até 20000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
3202702,Itaguaçu,ES,3 - Sudeste,14065,3 - 10001 até 20000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
3202801,Itapemirim,ES,3 - Sudeste,43362,4 - 20001 até 50000,Sim,Sim,Sim,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3202900,Itarana,ES,3 - Sudeste,10984,3 - 10001 até 20000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
3203007,Iúna,ES,3 - Sudeste,30444,4 - 20001 até 50000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
3203056,Jaguaré,ES,3 - Sudeste,31232,4 - 20001 até 50000,Não,Sim,Não,-,Não,Só ônibus intermunicipal (sem circulação interna),Pendente,,,
3203106,Jerônimo Monteiro,ES,3 - Sudeste,12079,3 - 10001 até 20000,Sim,Sim,Sim,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3203130,João Neiva,ES,3 - Sudeste,14391,3 - 10001 até 20000,Sim,Sim,Não,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3203163,Laranja da Terra,ES,3 - Sudeste,11572,3 - 10001 até 20000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
3203205,Linhares,ES,3 - Sudeste,181912,6 - 100001 até 500000,Sim,Sim,Sim,Totalmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3203304,Mantenópolis,ES,3 - Sudeste,13173,3 - 10001 até 20000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
3203320,Marataízes,ES,3 - Sudeste,45418,4 - 20001 até 50000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
3203346,Marechal Floriano,ES,3 - Sudeste,18743,3 - 10001 até 20000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
3203353,Marilândia,ES,3 - Sudeste,13014,3 - 10001 até 20000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
3203403,Mimoso do Sul,ES,3 - Sudeste,25179,4 - 20001 até 50000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
3203502,Montanha,ES,3 - Sudeste,19752,3 - 10001 até 20000,Sim,Sim,Sim,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3203601,Mucurici,ES,3 - Sudeste,5660,2 - 5001 até 10000,Sim,Sim,Não,Parcialmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3203700,Muniz Freire,ES,3 - Sudeste,18811,3 - 10001 até 20000,Sim,Sim,Sim,Sem adaptação,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3203809,Muqui,ES,3 - Sudeste,14213,3 - 10001 até 20000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
3203908,Nova Venécia,ES,3 - Sudeste,52084,5 - 50001 até 100000,Sim,Sim,Sim,Totalmente adaptada,Sim,Possui ônibus urbano (intramunicipal),Pendente,,,
3204005,Pancas,ES,3 - Sudeste,19270,3 - 10001 até 20000,Não,Sim,Sim,-,Sim,Possui ônibus local (via intermunicipal que circula internamente),Pendente,,,
